15328235.replay	20	20	310	310	19	19	PASS
15328236.replay	68	68	774	774	67	67	PASS
15328237.replay	18	18	244	244	17	17	PASS
15328238.replay	100	100	2894	2894	99	99	PASS
15328239.replay	18	18	310	310	17	17	PASS
15328240.replay	18	18	310	310	17	17	PASS
15328241.replay	68	68	774	774	67	67	PASS
15328242.replay	27	27	533	533	26	26	PASS
15328243.replay	18	18	310	310	17	17	PASS
15328245.replay	34	34	408	408	33	33	PASS
15328246.replay	30	30	356	356	29	29	PASS
15328247.replay	100	100	6894	6894	99	99	PASS
15328248.replay	78	78	826	826	77	77	PASS
15328249.replay	18	18	310	310	17	17	PASS
15328250.replay	11	11	191	191	10	10	PASS
15328251.replay	100	100	4432	4432	99	99	PASS
15328252.replay	81	81	4221	4221	80	80	PASS
15328253.replay	36	36	387	387	35	35	PASS
15328254.replay	23	23	245	245	22	22	PASS
15328255.replay	14	14	212	212	13	13	PASS
15328256.replay	76	76	1022	1022	75	75	PASS
15328257.replay	100	100	4824	4824	99	99	PASS
15328258.replay	42	42	456	456	41	41	PASS
15328259.replay	35	35	392	392	34	34	PASS
15328260.replay	100	100	4440	4440	99	99	PASS
15328261.replay	32	33	708	709	31	32	DIVERGE
15328262.replay	100	100	4441	4441	99	99	PASS
15328263.replay	29	29	444	444	28	28	PASS
15328264.replay	26	26	311	311	25	25	PASS
15328265.replay	24	26	323	325	23	25	DIVERGE
15328266.replay	19	19	278	278	18	18	PASS
15328267.replay	21	21	499	499	20	20	PASS
15328268.replay	19	19	277	277	18	18	PASS
15328269.replay	13	13	263	263	12	12	PASS
15328270.replay	18	18	315	315	17	17	PASS
15328271.replay	15	15	213	213	14	14	PASS
15328272.replay	100	100	8579	8579	99	99	PASS
15328273.replay	22	22	184	184	21	21	PASS
15328274.replay	17	17	295	295	16	16	PASS
15328275.replay	15	15	297	297	14	14	PASS
15328276.replay	22	22	293	293	21	21	PASS
15328277.replay	37	37	386	386	36	36	PASS
15328278.replay	15	15	130	130	14	14	PASS
15328279.replay	67	67	617	617	66	66	PASS
15328280.replay	41	41	700	700	40	40	PASS
15328281.replay	74	74	3749	3749	73	73	PASS
15328282.replay	37	37	399	399	36	36	PASS
15328283.replay	67	67	617	617	66	66	PASS
15328284.replay	67	67	617	617	66	66	PASS
15328285.replay	22	22	158	158	21	21	PASS
15328286.replay	56	56	660	660	55	55	PASS
15328287.replay	100	100	810	810	99	99	PASS
15328288.replay	12	12	217	217	11	11	PASS
15328289.replay	21	21	302	302	20	20	PASS
15328290.replay	48	48	737	737	47	47	PASS
15328291.replay	37	37	399	399	36	36	PASS
15328292.replay	43	43	454	454	42	42	PASS
15328293.replay	17	17	300	300	16	16	PASS
15328294.replay	22	22	260	260	21	21	PASS
15328295.replay	67	67	617	617	66	66	PASS
15328296.replay	16	16	463	463	15	15	PASS
15328297.replay	39	39	641	641	38	38	PASS
15328298.replay	22	22	328	328	21	21	PASS
15328299.replay	17	17	261	261	16	16	PASS
15328300.replay	14	14	126	126	13	13	PASS
15328301.replay	19	19	308	308	18	18	PASS
15328302.replay	49	49	400	400	48	48	PASS
15328303.replay	20	20	257	257	19	19	PASS
15328304.replay	26	26	415	415	25	25	PASS
15328305.replay	13	13	263	263	12	12	PASS
15328306.replay	31	31	209	209	30	30	PASS
15328307.replay	20	20	255	255	19	19	PASS
15328308.replay	17	17	295	295	16	16	PASS
15328309.replay	25	26	347	348	24	25	DIVERGE
15328310.replay	18	18	310	310	17	17	PASS
15328311.replay	17	17	295	295	16	16	PASS
15328312.replay	17	17	295	295	16	16	PASS
15328313.replay	17	17	295	295	16	16	PASS
15328314.replay	11	11	191	191	10	10	PASS
15328315.replay	37	37	386	386	36	36	PASS
15328317.replay	53	53	802	802	52	52	PASS
15328318.replay	67	67	572	572	66	66	PASS
